step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid,power_source_type,resonator_substrate_type,exotic_stress_source_type,source_available_energy_j,source_max_power_w,usable_power_w,conversion_efficiency,waste_heat_w,radiation_loss_w,source_mass_kg,depletion_rate,stability_risk,physical_plausibility_rating,resonator_coherence_multiplier,resonator_phase_stability,resonator_coupling_efficiency,resonator_max_safe_authority,moscovium_metastable,moscovium_stabilization_required,exotic_negative_energy_capacity_j,exotic_stress_shaping_authority
29,0.4833343,0,0,6371997.828846851,0,0,-6.826756494459723,997.8288468513638,-6.826756494459723,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.393779136113712e-21,-16,0.5000009999999997,0.5000009996569997,0,0,6.41919899488296e-17,0.9999999993040012,6.437546533186432e-13,12.56639574710039,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092484674273e-16,-4239854519868089,-4239854519868089,-2119942099029561,5.55111511076236e-16,3.885780580006317e-16,5.356278151094159e-16,6.516310196865626e-16,0.9999999999999996,0.4117647060364822,1,0,1,1,0,0,-2.220446049250313e-16,0,0,-9.835757065066055e-08,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.99499999e+17,500001000000000,1000000000000000,2.413010642573117e+39,1000000000000000,1,6.437546533186432e-13,3.499097889183518e+31,6.998195778480613e+31,3.49909788928434e+31,-1.00822513228696e+21,3.499097889385162e+31,3.49909788928434e+31,-1.00822513228696e+21,3.499097889183518e+31,3.499097889385162e+31,0,6.998195778480613e+31,1,132732126715.0812,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
30,0.500001,0,0,6371997.715067348,0,0,-6.826756493663705,997.715067348443,-6.826756493663705,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.191283701566653e-21,-16,0.5166676999999997,0.5166676996453984,0,0,5.876183109861928e-17,0.9999999993040012,6.159259077647777e-13,12.98527560533707,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092480817735e-16,-3881308451085499,-3881308451085499,-2028313728602208,5.551115110761577e-16,3.885780580055108e-16,5.35627814968912e-16,3.185639246256733e-16,0.9999999999999996,0.4117647060391919,1,1,1,1,1,1,2.220446049251094e-16,-0,-0,5.814848948930306e-12,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.994833323e+17,516667700000000,1000000000000000,2.635985733823624e+39,1000000000000000,1,6.159259077647777e-13,3.499097889183519e+31,4503599627370496,3.499097889284341e+31,-1.008217336469786e+21,3.499097889385163e+31,3.499097889284341e+31,-1.008217336469786e+21,3.499097889183519e+31,3.499097889385163e+31,0,3986931927370496,0.7941672559215609,59351498863.73595,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
31,0.5166677,0,0,6371997.601287846,0,0,-6.826756491311781,997.6012878455222,-6.826756491311781,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.997763514260941e-21,-16,0.5333343999999997,0.533334399633797,0,0,5.357234059281674e-17,0.9999999993040012,6.437615324885889e-13,13.40415546357375,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092477450471e-16,-3538539939113463,-3538539939113463,-2120001848842366,3.885780580006876e-16,3.885780580099491e-16,3.1856295459613e-16,3.185637607615605e-16,0.99946566289237,0.4999999999995782,1,1,1,1,1,1,2.220446049251804e-16,-0,-0,9.836972655416912e-08,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.994666656e+17,533334400000000,1000000000000000,2.412959072478406e+39,1000000000000000,1,6.437615324885889e-13,3.499097889183518e+31,-4503599627370496,3.49909788928434e+31,-1.008225619578174e+21,3.499097889385162e+31,3.49909788928434e+31,-1.008225619578174e+21,3.499097889183518e+31,3.499097889385162e+31,0,-5036934027370496,-0.9999999999999998,59347304799.19827,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
32,0.5333344,0,0,6371997.487508343,0,0,-6.826756487339052,997.4875083426014,-6.826756487339052,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.796214875728888e-21,-16,0.5500010999999997,0.5500010996221957,0,0,4.81675404792873e-17,0.9999999993040012,7.38052825972438e-13,13.82303532181043,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092474274264e-16,-3181490761513494,-3181490761513494,-2430491491094252,3.885780580007129e-16,3.885780581346072e-16,3.185629544686194e-16,5.961193623701009e-16,0.99946566289237,0.5000000000279857,1,1,1,1,1,1,2.220446049252501e-16,-0,-0,2.060483693494132e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.994499989e+17,550001100000000,1000000000000000,1.835798899010506e+39,1000000000000000,1,7.38052825972438e-13,-5.671881881648996e+20,-3.499097889240237e+31,3.499097889284341e+31,-3.49909788934106e+31,6.998195778625401e+31,3.499097889284341e+31,-3.49909788934106e+31,-5.671881881648996e+20,6.998195778625401e+31,0,-3.499097889240237e+31,-1,59361985727.84423,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
33,0.5500011,0,0,6371997.37372884,0,0,-6.82675648152153,997.3737288396806,-6.82675648152153,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.566863496461524e-21,-16,0.5666677999999996,0.5666677996105943,-0,0,4.201714802356794e-17,0.9999999993040012,9.411482985570092e-13,14.24191518004711,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092471070423e-16,-2775254181925683,-2775254181925683,-3099344963574400,3.885780580007395e-16,3.885780579870103e-16,3.185629543399982e-16,6.516303575592855e-16,0.99946566289237,0.5000000000009266,1,1,1,1,1,1,2.220446049253231e-16,-0,-0,3.362529471104966e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.994333322e+17,566667800000000,1000000000000000,1.128973835646543e+39,1000000000000000,1,9.411482985570092e-13,-5.672053582837487e+20,-1.717011884906906e+16,3.499097889284344e+31,-3.499097889341065e+31,6.998195778625409e+31,3.499097889284344e+31,-3.499097889341065e+31,-5.672053582837487e+20,6.998195778625409e+31,0,-1.773678664906906e+16,-1,17961137.08440272,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
34,0.5666677999999999,0,0,6371997.259885309,0,0,-6.862511975683905,997.2598853092641,-6.862511975683905,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962658563227e-16,-16,0.5833344999999996,0.583334499598993,-0,0,3.42990557853828e-17,0.9999999993040012,1.375953504393682e-12,14.66079503828379,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092467667542e-16,-2277340506051523,-2277340506051523,-4554726841068414,3.885780580007686e-16,3.885780579832909e-16,3.185629542034039e-16,6.516301919631879e-16,0.9994656628923698,0.4999999999966382,1,1,1,1,1,1,2.22044604925403e-16,-0,-0,5.140609569472965e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.994166655e+17,583334500000000,1000000000000000,5.281928070539957e+38,1000000000000000,1,1.375953504393682e-12,-5.673033202247951e+20,-9.796194104639488e+16,3.499097889284345e+31,-3.499097889341076e+31,6.998195778625421e+31,3.499097889284345e+31,-3.499097889341076e+31,-5.673033202247951e+20,6.998195778625421e+31,0,-9.854527554639488e+16,-1,118718726280.2201,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
35,0.5833345,0,0,6371997.144124018,0,0,-7.02881541216257,997.1441240180284,-7.02881541216257,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962652333895e-16,-16,0.6000011999999996,0.6000011995873916,-0,0,2.346919476868649e-17,0.9999999993040012,2.464980208637734e-12,15.07967489652047,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092464044763e-16,-1593624199475777,-1593624199475777,-8344840341065074,3.88578058001559e-16,3.885780579795542e-16,5.961187102153663e-16,6.516300160785037e-16,0.9994656628923804,0.4999999999962297,1,1,1,1,1,1,2.220446049254908e-16,-0,-0,-9.97818611353107,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.993999988e+17,600001200000000,1000000000000000,1.645785101923996e+38,1000000000000000,1,2.464980208637734e-12,-5.70432157685755e+20,-3.128837460959953e+18,3.499097889284589e+31,-3.499097889341632e+31,6.998195778626221e+31,3.499097889284589e+31,-3.499097889341632e+31,-5.70432157685755e+20,6.998195778626221e+31,0,-3.129437462159953e+18,-1,59348877418.87508,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
36,0.6000012,0,0,6371997.025590996,0,0,-7.195118843695584,997.025590996258,-7.195118843695584,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.92296265486887e-16,-16,0.6166678999999996,0.6166678995757903,-0,0,7.036571472063501e-18,0.9999999993040012,6.460407234369232e-12,15.49855475475715,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092461156349e-16,-488151562572960.1,-488151562572960.1,-2.233980200292142e+16,3.885780580014967e-16,3.885780579811024e-16,5.961187100991817e-16,6.516298751613159e-16,0.9994656628923977,0.5000000000131177,1,1,1,1,1,1,2.220446049254674e-16,-0,-0,-9.978185489001559,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.993833321e+17,616667900000000,1000000000000000,2.395963569977673e+37,1000000000000000,1,6.460407234369232e-12,-5.848539178626991e+20,-1.442176017694405e+19,3.499097889285709e+31,-3.499097889344195e+31,6.998195778629904e+31,3.499097889285709e+31,-3.499097889344195e+31,-5.848539178626991e+20,6.998195778629904e+31,0,-1.442237684484405e+19,-1,118710267135.37,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
37,0.6166678999999999,0,0,6371996.904286245,0,0,-7.361422291570393,996.9042862448841,-7.361422291570392,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962974645914e-16,-16,0.6333345999999996,0.6333345995641889,0,-0,6.237749355535918e-17,0.9999999993040012,5.723573417545254e-11,15.91743461299383,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570092483057114e-16,-4416794109742646,-4416794109742646,-2.020555364628007e+17,3.88578057992936e-16,3.885780581736181e-16,5.96118710978784e-16,6.51630955880221e-16,0.9994656628926215,0.4999999998837512,1,1,1,1,1,1,2.220446049210755e-16,-0,-0,-9.978182445734229,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325313536,9.993666654e+17,633334600000000,1000000000000000,3.052568961713077e+35,1000000000000000,1,5.723573417545254e-11,-6.067996383038978e+20,-2.194572044119874e+19,3.499097889287412e+31,-3.499097889348092e+31,6.998195778635504e+31,3.499097889287412e+31,-3.499097889348092e+31,-6.067996383038978e+20,6.998195778635504e+31,0,-2.194635377579874e+19,-1,474846916853.7169,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
38,0.6333346,0,0,6371996.780209763,0,0,-7.527725886652017,996.7802097629756,-7.527725886652017,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922963526497226e-16,-16,0.6500012999999996,0.6500012995525876,0,-0,5.545239155553573e-16,0.9999999993040011,5.823070587989857e-11,16.33631447123051,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.570094209070612e-16,-4.006433189869536e+16,-4.006433189869536e+16,-2.097587608849602e+17,3.885780579904277e-16,3.885780586816658e-16,2.630518748654375e-16,3.186493733362427e-16,0.9994656628926328,0.5000000001183279,1,0,1,1,0,0,-2.220446049366678e-16,-0,-0,-9.978191464225805,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,-16384,1.078506213733542e+20,-1078325329920,9.993499987e+17,650001300000000,1000000000000000,2.94914340170186e+35,1000000000000000,1,5.823070587989857e-11,-3.499097889303505e+31,-3.499097889242824e+31,7.639365191009681e+20,-3.499097889379898e+31,3.499097889456292e+31,7.639365191009681e+20,-3.499097889379898e+31,-3.499097889303505e+31,3.499097889456292e+31,0,-3.499097889242824e+31,-1,230023756.3326712,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
39,0.6500013,0,0,6371996.653361551,0,0,-7.69402936436091,996.6533615505323,-7.69402936436091,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922962823478105e-16,-16,0.6666679999999996,0.6666679995409862,0,-0,1.610820349244393e-16,0.9999999993040011,6.461334623478912e-12,16.75519432946719,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349706226594e-15,-4.276982211352722e+27,-4.276982211352722e+27,-4.276982211364591e+27,1.360026808743108e-15,1.387778776566216e-15,1.851131237641772e-15,1.84299829015663e-15,0.997334012605823,0.5050504598717728,1,1,1,1,1,1,-1.554312229531795e-15,-0,-0,-9.97818834224157,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.99333332e+17,666668000000000,1000000000000000,2.395275838667848e+37,1000000000000000,1,6.461334623478912e-12,-3.499097889302965e+31,5.395312353589854e+18,7.574208365553971e+20,-3.499097889378707e+31,3.499097889454449e+31,7.574208365553971e+20,-3.499097889378707e+31,-3.499097889302965e+31,3.499097889454449e+31,0,5.394645685589838e+18,0.9997529019303637,54752273.61133498,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
40,0.666668,0,0,6371996.523741608,0,0,-7.860332826795692,996.5237416075543,-7.860332826795692,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922962747002737e-16,-16,0.6833346999999995,0.6833346995293849,0,-0,1.100551678995598e-16,0.9999999993040011,2.464975428553747e-12,17.17407418770387,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704998558e-15,-4.276982211349119e+27,-4.276982211349119e+27,-4.276982211350084e+27,1.387778776454572e-15,1.221245323847017e-15,1.842996715270494e-15,1.958999606952209e-15,0.9973340126058234,0.4680851063931164,1,1,1,1,1,1,-1.554312229530721e-15,-0,-0,-9.978187717411453,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.993166653e+17,683334700000000,1000000000000000,1.645791484947979e+38,1000000000000000,1,2.464975428553747e-12,-1.749548944626545e+32,-1.399639155696248e+32,3.499097889186591e+31,-2.099458733545204e+32,2.449368522463863e+32,3.499097889186591e+31,-2.099458733545204e+32,-1.749548944626545e+32,2.449368522463863e+32,0,-1.399639155696248e+32,-1,549764203468.4495,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
41,0.6833347,0,0,6371996.391349935,0,0,-8.026636283164587,996.3913499349728,-8.026636283164587,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922962720495731e-16,-16,0.7000013999999996,0.7000013995177835,0,0,8.980201505097373e-17,0.9999999993040011,1.375942773949029e-12,17.59295404594055,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704639086e-15,-4.276982211347726e+27,-4.276982211347726e+27,-4.276982211346104e+27,1.387778776454425e-15,1.221245323359661e-15,1.842996715026853e-15,2.014510475428333e-15,0.9973340126058234,0.4680851064018752,1,1,1,1,1,1,-1.554312229530325e-15,-0,-0,-9.978187429517835,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.992999986e+17,700001400000000,1000000000000000,5.282010454282797e+38,1000000000000000,1,1.375942773949029e-12,-1.749548944626681e+32,-1.365491407018734e+19,3.499097889185449e+31,-2.099458733545226e+32,2.449368522463771e+32,3.499097889185449e+31,-2.099458733545226e+32,-1.749548944626681e+32,2.449368522463771e+32,0,-1.365561407158734e+19,-1,32933524.77956684,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
42,0.7000014,0,0,6371996.256223671,0,0,-8.18545642839285,996.2562236711383,-8.18545642839285,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.23629203730416e-15,-16,0.7166680999999995,0.7166680995061822,0,0,7.832215824962293e-17,0.9999999993040011,9.411486101825534e-13,18.01183390417723,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704467582e-15,-4.276982211346951e+27,-4.276982211346951e+27,-4.276982211344505e+27,1.387778776454344e-15,1.387778776444107e-15,1.842996714910652e-15,2.287086256523341e-15,0.9973340126058234,0.50000000000013,1,1,1,1,1,1,-1.554312229530108e-15,-0,-0,-9.978187251703691,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.992833319e+17,716668100000000,1000000000000000,1.128973088013228e+39,1000000000000000,1,9.411486101825534e-13,-1.749548944626818e+32,-1.372697166422527e+19,3.499097889184297e+31,-2.099458733545248e+32,2.449368522463678e+32,3.499097889184297e+31,-2.099458733545248e+32,-1.749548944626818e+32,2.449368522463678e+32,0,-1.372768833232527e+19,-1,474842376358.7322,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
43,0.7166681,0,0,6371996.117027393,0,0,-8.518063326816744,996.1170273926109,-8.518063326816744,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.236292037173143e-15,0,0.7333347999999995,0.7333347994945808,0,0,7.041473870958802e-17,0.9999999993040011,7.380613805520062e-13,18.43071376241391,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704362171e-15,-4.27698221134654e+27,-4.27698221134654e+27,-4.276982211343823e+27,1.221245323378846e-15,1.387778776449899e-15,1.958998761996485e-15,2.287086192521307e-15,0.996802520015255,0.5319148935976782,1,1,1,1,1,1,-1.554312229529963e-15,-0,-0,-19.95637403695409,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.992666652e+17,733334800000000,1000000000000000,1.835756343209175e+39,1000000000000000,1,7.380613805520062e-13,-1.749548944626949e+32,-1.304242452086496e+19,3.499097889183193e+31,-2.099458733545268e+32,2.449368522463588e+32,3.499097889183193e+31,-2.099458733545268e+32,-1.749548944626949e+32,2.449368522463588e+32,0,-1.304315785566496e+19,-1,474841792623.3038,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
44,0.7333348,0,0,6371995.972287654,0,0,-8.8506702233762,995.9722876539454,-8.8506702233762,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.236292036957957e-15,0,0.7500014999999995,0.7500014994829795,0,0,6.419437569928623e-17,0.9999999993040011,6.437813946042497e-13,18.84959362065059,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.00534970428647e-15,-4.276982211346217e+27,-4.276982211346217e+27,-4.276982211343533e+27,1.221245323378644e-15,1.387778776454249e-15,1.958998761932248e-15,2.287086146935349e-15,0.996802520015255,0.5319148935968566,1,1,1,1,1,1,-1.554312229529849e-15,-0,-0,-19.95637392927384,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.992499985e+17,750001500000000,1000000000000000,2.412810184258697e+39,1000000000000000,1,6.437813946042497e-13,-1.749548944627225e+32,-2.767011611056433e+19,3.499097889180874e+31,-2.099458733545313e+32,2.449368522463401e+32,3.499097889180874e+31,-2.099458733545313e+32,-1.749548944627225e+32,2.449368522463401e+32,0,-2.767086611206433e+19,-1,237426956763.1847,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
45,0.7500015,0,0,6371995.822004455,0,0,-9.183277118307783,995.8220044551417,-9.183277118307782,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.236292036761381e-15,0,0.7666681999999995,0.7666681994713781,0,0,5.876428654839095e-17,0.9999999993040011,6.159564701447707e-13,19.26847347888727,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.0053497042265e-15,-4.276982211345926e+27,-4.276982211345926e+27,-4.276982211343503e+27,1.221245323378472e-15,1.387778776457872e-15,1.958998761881042e-15,2.287086110596393e-15,0.996802520015255,0.5319148935974604,1,1,1,1,1,1,-1.554312229529746e-15,-0,-0,-19.95637383090624,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,-1078325329920,9.992333318e+17,766668200000000,1000000000000000,2.635724156900887e+39,1000000000000000,1,6.159564701447707e-13,-1.749548944627502e+32,-2.767011611056433e+19,3.499097889178557e+31,-2.099458733545358e+32,2.449368522463214e+32,3.499097889178557e+31,-2.099458733545358e+32,-1.749548944627502e+32,2.449368522463214e+32,0,-2.767088277876433e+19,-1,474819315087.3654,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
46,0.7666682,0,0,6371995.666177795,0,0,-9.515884011683363,995.6661777952686,-9.515884011683363,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080017,-1.000000002783997,1,1.236292036564801e-15,-16,0.7833348999999995,0.7833348994597767,0,0,5.357507355528077e-17,0.9999999993040009,6.438018080689467e-13,19.68735333712395,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704174825e-15,4.276982211336075e+27,4.276982211336075e+27,4.276982211337988e+27,1.221245323378523e-15,1.387778776464387e-15,1.958998761836696e-15,1.842996870258589e-15,0.9968025200152588,0.5319148935969866,0,0,0,0,0,0,1.554312229530053e-15,-0,-0,-19.9563737325363,0.5,1.078506214484181e+20,1.078506213733542e+20,71842.94589129933,0,1.078506213733542e+20,-1078325329920,9.992166651e+17,783334900000000,1000000000000000,2.412657177435674e+39,1000000000000000,1,6.438018080689467e-13,-1.749548944627779e+32,-2.767011611056433e+19,3.499097889176238e+31,-2.099458733545403e+32,2.449368522463027e+32,3.499097889176238e+31,-2.099458733545403e+32,-1.749548944627779e+32,2.449368522463027e+32,0,-2.767089944546433e+19,-1,34468469.51615104,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
47,0.7833348999999999,0,0,6371995.504807675,0,0,-9.848490903438009,995.5048076752573,-9.848490903438009,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080017,-1.000000002783997,1,1.236292036349601e-15,-16,0.8000015999999994,0.8000015994481754,0,0,4.81702699857149e-17,0.9999999993040009,7.381063666916612e-13,20.10623319536063,4,25.13274122871834,0.9974999999999999,0.9974999999999999,1,20,5,1.005349704126715e-15,4.276982211336424e+27,4.276982211336424e+27,4.27698221133747e+27,1.387778776454367e-15,1.38777877658863e-15,1.842996714667355e-15,1.898507991675546e-15,0.9973340126058278,0.4999999999921426,0,0,0,0,0,0,1.554312229530159e-15,-0,-0,-19.95637362484927,0.5,1.078506214484181e+20,1.078506213733542e+20,71842.94589129933,0,1.078506213733542e+20,-1078325329920,9.991999984e+17,800001600000000,1000000000000000,1.835532578509937e+39,1000000000000000,1,7.381063666916612e-13,2.099458733536246e+32,3.849007678164025e+32,2.099458733546296e+32,-1.005004069781604e+21,2.099458733556346e+32,2.099458733546296e+32,-1.005004069781604e+21,2.099458733536246e+32,2.099458733556346e+32,0,3.849007678164025e+32,1,24869874.62414465,1,1,1,1,fusion,metastable_moscovium,,1e+18,1000000000000000,200000000000000,0.2,1000000000,100000000,5000,0,0.8,0.05,1.05,0.95,0.8,1,1,1,0,0
