step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid,power_source_type,resonator_substrate_type,exotic_stress_source_type,source_available_energy_j,source_max_power_w,usable_power_w,conversion_efficiency,waste_heat_w,radiation_loss_w,source_mass_kg,depletion_rate,stability_risk,physical_plausibility_rating,resonator_coherence_multiplier,resonator_phase_stability,resonator_coupling_efficiency,resonator_max_safe_authority,moscovium_metastable,moscovium_stabilization_required,exotic_negative_energy_capacity_j,exotic_stress_shaping_authority
39,0.78,7.999999999999806,0,0,9.999999999999998,0,0,6.999999999999806,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.7999999999999996,0.7999999999999928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
40,0.8,8.1999999999998,0,0,9.999999999999998,0,0,7.1999999999998,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.8199999999999996,0.8199999999999925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
41,0.8200000000000001,8.399999999999794,0,0,9.999999999999998,0,0,7.399999999999794,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.8399999999999996,0.8399999999999922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
42,0.84,8.599999999999788,0,0,9.999999999999998,0,0,7.599999999999788,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.8599999999999995,0.8599999999999919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
43,0.86,8.799999999999782,0,0,9.999999999999998,0,0,7.799999999999782,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.8799999999999996,0.8799999999999916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
44,0.88,8.999999999999776,0,0,9.999999999999998,0,0,7.999999999999776,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.8999999999999996,0.8999999999999914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
45,0.9,9.19999999999977,0,0,9.999999999999998,0,0,8.19999999999977,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.9199999999999996,0.9199999999999912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
46,0.92,9.399999999999764,0,0,9.999999999999998,0,0,8.399999999999764,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.9399999999999997,0.939999999999991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
47,0.9400000000000001,9.599999999999758,0,0,9.999999999999998,0,0,8.599999999999758,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.9599999999999999,0.9599999999999907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
48,0.96,9.799999999999752,0,0,9.999999999999998,0,0,8.799999999999752,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,0.9799999999999999,0.9799999999999905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
49,0.98,9.999999999999746,0,0,9.999999999999998,0,0,8.999999999999746,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1,0.9999999999999903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
50,1,10.19999999999974,0,0,9.999999999999998,0,0,9.19999999999974,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.02,1.01999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
51,1.02,10.39999999999973,0,0,9.999999999999998,0,0,9.399999999999734,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.04,1.03999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
52,1.04,10.59999999999973,0,0,9.999999999999998,0,0,9.599999999999728,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.06,1.05999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
53,1.06,10.79999999999972,0,0,9.999999999999998,0,0,9.799999999999722,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.08,1.07999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
54,1.08,10.99999999999972,0,0,9.999999999999998,0,0,9.999999999999716,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.100000000000001,1.099999999999989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
55,1.1,11.19999999999971,0,0,9.999999999999998,0,0,10.19999999999971,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.120000000000001,1.119999999999989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
56,1.12,11.3999999999997,0,0,9.999999999999998,0,0,10.3999999999997,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.140000000000001,1.139999999999989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
57,1.14,11.5999999999997,0,0,9.999999999999998,0,0,10.5999999999997,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.160000000000001,1.159999999999989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
58,1.16,11.79999999999969,0,0,9.999999999999998,0,0,10.79999999999969,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.180000000000001,1.179999999999989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
59,1.18,11.99999999999969,0,0,9.999999999999998,0,0,10.99999999999969,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.200000000000001,1.199999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
60,1.2,12.19999999999968,0,0,9.999999999999998,0,0,11.19999999999968,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.220000000000001,1.219999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
61,1.22,12.39999999999967,0,0,9.999999999999998,0,0,11.39999999999967,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.240000000000001,1.239999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
62,1.24,12.59999999999967,0,0,9.999999999999998,0,0,11.59999999999967,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.260000000000001,1.259999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
63,1.26,12.79999999999966,0,0,9.999999999999998,0,0,11.79999999999966,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.280000000000001,1.279999999999988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
64,1.28,12.99999999999966,0,0,9.999999999999998,0,0,11.99999999999966,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.300000000000001,1.299999999999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
65,1.3,13.19999999999965,0,0,9.999999999999998,0,0,12.19999999999965,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.320000000000001,1.319999999999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
66,1.32,13.39999999999964,0,0,9.999999999999998,0,0,12.39999999999964,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.340000000000001,1.339999999999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
67,1.34,13.59999999999964,0,0,9.999999999999998,0,0,12.59999999999964,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.360000000000002,1.359999999999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
68,1.36,13.79999999999963,0,0,9.999999999999998,0,0,12.79999999999963,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.380000000000002,1.379999999999987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
69,1.38,13.99999999999963,0,0,9.999999999999998,0,0,12.99999999999963,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.400000000000002,1.399999999999986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
70,1.4,14.19999999999962,0,0,9.999999999999998,0,0,13.19999999999962,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.420000000000002,1.419999999999986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
71,1.42,14.39999999999961,0,0,9.999999999999998,0,0,13.39999999999961,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.440000000000002,1.439999999999986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
72,1.44,14.59999999999961,0,0,9.999999999999998,0,0,13.59999999999961,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.460000000000002,1.459999999999986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
73,1.46,14.7999999999996,0,0,9.999999999999998,0,0,13.7999999999996,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.480000000000002,1.479999999999986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
74,1.48,14.99999999999959,0,0,9.999999999999998,0,0,13.99999999999959,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.500000000000002,1.499999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
75,1.5,15.19999999999959,0,0,9.999999999999998,0,0,14.19999999999959,9.999999999999996,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.520000000000002,1.519999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
76,1.52,15.39999999999958,0,0,9.999999999999998,0,0,14.39999999999958,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.540000000000002,1.539999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
77,1.54,15.59999999999958,0,0,9.999999999999998,0,0,14.59999999999958,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.560000000000002,1.559999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
78,1.56,15.79999999999957,0,0,9.999999999999998,0,0,14.79999999999957,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.580000000000003,1.579999999999985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
79,1.58,15.99999999999956,0,0,9.999999999999998,0,0,14.99999999999956,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.600000000000003,1.599999999999984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
80,1.6,16.19999999999959,0,0,9.999999999999998,0,0,15.19999999999959,9.999999999999998,minkowski,saucer,0,0,0,0,0,80,80,0,0,-1,-1,1,0,-16,1.620000000000003,1.619999999999984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.078506214484181e+20,1.078506214484182e+20,71842.94589129933,0,1.078506214484182e+20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
