step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,metric_model,ship_type,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,metric_g00,metric_det,metric_signature_valid,christoffel_norm,invariant_error,coordinate_time,proper_time,beta_x,beta_y,beta_z,lapse_alpha,drive_authority,drive_phase_rad,drive_frequency_hz,drive_omega_rad_s,drive_coherence,drive_lock_quality,mode_count,bubble_radius,wall_thickness,einstein_tensor_norm,stress_energy_density,instantaneous_stress_energy_density,cycle_avg_stress_energy_density,cockpit_curvature_norm,bubble_wall_curvature_norm,cockpit_tidal_stress,bubble_wall_tidal_stress,phase_cancellation_score,phase_confinement_score,negative_energy_flag,nec_violation_flag,negative_energy_instant,negative_energy_cycle_avg,nec_violation_instant,nec_violation_cycle_avg,curvature_scalar,geodesic_accel_diagnostic_x,geodesic_accel_diagnostic_y,geodesic_accel_diagnostic_z,metric_derivative_step_m,craft_rest_energy_j,craft_coordinate_energy_j,craft_kinetic_energy_j,craft_energy_delta_j,conserved_energy_j,conserved_energy_error_j,drive_energy_available_j,drive_energy_spent_j,drive_power_w,drive_power_requested_w,drive_power_actual_w,requested_drive_authority,actual_drive_authority,estimated_metric_energy_j,estimated_field_energy_delta_j,estimated_positive_energy_j,estimated_negative_energy_j,estimated_stress_energy_cost_j,positive_energy_j,negative_energy_j,net_stress_energy_j,absolute_stress_energy_j,unfunded_energy_debt_j,conservation_error_j,conservation_error_ratio,stress_energy_conservation_residual,stress_energy_conservation_valid,power_clamped,metric_unfunded,metric_valid
21,0.3500007,0,0,6371998.719956296,0,0,-6.208939243099441,998.7199562964961,-6.208939243099441,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.92296264741402e-16,16,0.3666673999999998,0.3666673997423105,-0,0,8.655691615769028e-18,0.9999999993040012,3.963922448060763e-12,9.215356881206956,4,25.13274122871834,1,1,1,30,8,1.57009246125988e-16,-495893678789867.7,-495893678789867.7,-2.269687317358901e+16,3.885780580010796e-16,2.22044604728173e-16,5.961187101000506e-16,3.23542703134221e-16,0.9994656628923698,0.3636363637990722,1,0,1,1,0,0,-2.220446049245897e-16,-0,-0,-9.978185160956011,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763315712,9.996333326e+17,366667400000000,1000000000000000,6.364286202404705e+37,1000000000000000,1,3.963922448060763e-12,-1.228815996032818e+32,-7.372895976130569e+32,1.024889377502828e+21,-1.228815996043067e+32,1.228815996053316e+32,1.024889377502828e+21,-1.228815996043067e+32,-1.228815996032818e+32,1.228815996053316e+32,0,-7.372895976130569e+32,-1,780463.9354260881,1,1,1,1
22,0.3666674,0,0,6371998.6150879,0,0,-6.375242690971187,998.6150879003108,-6.375242690971187,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922963034813063e-16,-16,0.3833340999999998,0.3833340997307108,0,-0,7.544034886590487e-17,0.9999999993040012,3.453595415590055e-11,9.634236739443635,4,25.13274122871834,1,1,1,30,8,1.570092490658792e-16,-4427183148666633,-4427183148666633,-2.025604335472552e+17,3.885780580022013e-16,2.220446050844389e-16,3.185629549250927e-16,2.680318126947654e-16,0.9994656628925926,0.3636363638393003,1,0,1,1,0,0,-2.220446049289835e-16,-0,-0,-9.978181508746799,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,16384,1.078506213733542e+20,537763332096,9.996166659e+17,383334100000000,1000000000000000,8.384112201739959e+35,1000000000000000,1,3.453595415590055e-11,1.228815996010368e+32,2.457631992043187e+32,1.228815996027513e+32,-1.714488577373607e+21,1.228815996044658e+32,1.228815996027513e+32,-1.714488577373607e+21,1.228815996010368e+32,1.228815996044658e+32,0,2.457631992043187e+32,1,59366178926.12444,1,1,1,1
23,0.3833341,0,0,6371998.507447774,0,0,-6.541546313824138,998.5074477735907,-6.541546313824138,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922963681939848e-16,-16,0.4000007999999998,0.400000799719111,0,-0,6.591235464866333e-16,0.9999999993040012,3.452962898015053e-11,10.05311659768032,4,25.13274122871834,1,1,1,30,8,1.570094721996764e-16,-3.959549231218666e+16,-3.959549231218666e+16,-2.073112687521322e+17,3.885780580051958e-16,2.220446053774656e-16,3.185630298333106e-16,2.680517117986416e-16,0.9994656628925993,0.3636363641292401,1,0,1,1,0,0,-2.220446049364972e-16,-0,-0,-9.978192322136978,0.5,1.078506214484181e+20,1.078506213733542e+20,23947.64863043311,0,1.078506213733542e+20,537763332096,9.995999992e+17,400000800000000,1000000000000000,8.38718410502346e+35,1000000000000000,1,3.452962898015053e-11,1.228815996010063e+32,-3.055241987208144e+19,1.22881599602767e+32,-1.760715698660436e+21,1.228815996045277e+32,1.22881599602767e+32,-1.760715698660436e+21,1.228815996010063e+32,1.228815996045277e+32,0,-3.055281987288143e+19,-0.9999999999999989,414715057.3172818,1,1,1,1
24,0.4000008,0,0,6371998.397035916,0,0,-6.70784979837972,998.3970359163359,-6.70784979837972,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962854510188e-16,-16,0.4166674999999997,0.4166674997075113,0,-0,1.980335445920515e-16,0.9999999993040012,3.96277903132102e-12,10.47199645591699,4,25.13274122871834,1,1,1,30,8,1.570092664017951e-16,-1.216982621442381e+16,-1.216982621442381e+16,-2.433879918814326e+16,3.885780580014275e-16,2.220446050018513e-16,3.18562960766793e-16,2.680333688132521e-16,0.9994656628923966,0.363636363980708,1,0,1,1,0,0,-2.220446049270199e-16,-0,-0,-9.978188669543918,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.995833325e+17,416667500000000,1000000000000000,6.367959423231252e+37,1000000000000000,1,3.96277903132102e-12,1.228815996009724e+32,-3.388508359633561e+19,1.228815996027842e+32,-1.811857796546202e+21,1.228815996045961e+32,1.228815996027842e+32,-1.811857796546202e+21,1.228815996009724e+32,1.228815996045961e+32,0,-3.388550026383561e+19,-1,118768040323.3192,1,1,1,1
25,0.4166675,0,0,6371998.283964863,0,0,-6.826756543801548,998.283964863047,-6.826756543801548,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962758794955e-16,-16,0.4333341999999997,0.4333341996959115,0,-0,1.354241568328488e-16,0.9999999993040012,1.513146112551321e-12,10.89087631415367,4,25.13274122871834,1,1,1,30,8,1.57009255543714e-16,-8450526156051878,-8450526156051878,-9436677014518650,3.885780580009912e-16,2.220446049588503e-16,3.185629571207898e-16,2.680323997822897e-16,0.9994656628923804,0.3636363640081758,1,0,1,1,0,0,-2.220446049259244e-16,-0,-0,-9.978187902275758,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.995666658e+17,433334200000000,1000000000000000,4.367553837850984e+38,1000000000000000,1,1.513146112551321e-12,-1.226756631725014e+21,-1.228815996021992e+32,1.228815996027996e+32,-1.228815996040263e+32,2.457631992068259e+32,1.228815996027996e+32,-1.228815996040263e+32,-1.226756631725014e+21,2.457631992068259e+32,0,-1.228815996021992e+32,-1,167863479519.4411,1,1,1,1
26,0.4333342,0,0,6371998.17018536,0,0,-6.826756554269158,998.1701853601262,-6.826756554269157,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,3.938463135020535e-21,-16,0.4500008999999998,0.4500008996843116,0,0,1.105230111234543e-16,0.9999999993040012,8.447872455130515e-13,11.30975617239035,4,25.13274122871834,1,1,1,30,8,1.570092523779741e-16,-6892500595994597,-6892500595994597,-5265247789857150,5.551115110771136e-16,2.220446049431061e-16,5.356278162389479e-16,2.680321155215629e-16,0.9999999999999993,0.2857142861610394,1,0,1,1,0,0,-2.220446049255111e-16,0,0,-6.326785580593034e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.995499991e+17,450000900000000,1000000000000000,1.40121669571782e+39,1000000000000000,1,8.447872455130515e-13,-1.248461652152132e+21,-2.170502042711726e+19,1.228815996028105e+32,-1.22881599604059e+32,2.457631992068695e+32,1.228815996028105e+32,-1.22881599604059e+32,-1.248461652152132e+21,2.457631992068695e+32,0,-2.170547042801727e+19,-1,118703027862.0481,1,1,1,1
27,0.4500009,0,0,6371998.056405857,0,0,-6.826756560504286,998.0564058572054,-6.826756560504286,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,3.435223532773267e-21,-16,0.4666675999999997,0.4666675996727102,0,0,9.640095185152657e-17,0.9999999993040012,5.7787449581748e-13,11.72863603062703,4,25.13274122871834,1,1,1,30,8,1.570092508729342e-16,-6011760718973510,-6011760718973510,-3601686727011556,5.551115110767051e-16,3.885780578997721e-16,5.356278157610848e-16,5.961191168600422e-16,0.9999999999999996,0.411764706040926,1,0,1,1,0,0,-2.220446049252877e-16,0,0,-4.138634612971506e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.995333324e+17,466667600000000,1000000000000000,2.99455948806851e+39,1000000000000000,1,5.7787449581748e-13,-1.248394321998025e+21,6.733015410645402e+16,1.228815996028105e+32,-1.228815996040589e+32,2.457631992068694e+32,1.228815996028105e+32,-1.228815996040589e+32,-1.248394321998025e+21,2.457631992068694e+32,0,6.686348650645402e+16,0.9862333487542949,118661919501.6213,1,1,1,1
28,0.4666676,0,0,6371997.942626354,0,0,-6.826756563823016,997.9426263542846,-6.826756563823016,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,3.088499158752314e-21,-16,0.4833342999999997,0.4833342996611089,0,0,8.667103667406244e-17,0.9999999993040012,4.531896957657997e-13,12.14751588886371,4,25.13274122871834,1,1,1,30,8,1.570092499555029e-16,-5404923936039991,-5404923936039991,-2824539324188189,5.551115110764374e-16,3.885780579573445e-16,5.356278154697809e-16,5.961190389135762e-16,0.9999999999999996,0.4117647060126289,1,0,1,1,0,0,-2.220446049251414e-16,0,0,-2.536090436189036e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.995166657e+17,483334300000000,1000000000000000,4.869001929118706e+39,1000000000000000,1,4.531896957657997e-13,-1.248331701610589e+21,6.26203874361344e+16,1.228815996028105e+32,-1.228815996040588e+32,2.457631992068693e+32,1.228815996028105e+32,-1.228815996040588e+32,-1.248331701610589e+21,2.457631992068693e+32,0,6.21370531361344e+16,0.9846812743621988,6248662.007168859,1,1,1,1
29,0.4833343,0,0,6371997.828846851,0,0,-6.826756564846889,997.8288468513638,-6.826756564846889,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.815691661789221e-21,-16,0.5000009999999997,0.5000009996495075,0,0,7.90153836042334e-17,0.9999999993040012,3.953017337103872e-13,12.56639574710039,4,25.13274122871834,1,1,1,30,8,1.570092493022001e-16,-4927561092758269,-4927561092758269,-2463780546768264,5.55111511076236e-16,3.885780580006392e-16,5.356278152623367e-16,5.961189834095501e-16,0.9999999999999996,0.4117647060364842,1,0,1,1,0,0,-2.220446049250313e-16,0,0,-1.210706165770678e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.99499999e+17,500001000000000,1000000000000000,6.39944869826874e+39,1000000000000000,1,3.953017337103872e-13,-1.248268977689778e+21,6.272392081126195e+16,1.228815996028104e+32,-1.228815996040587e+32,2.457631992068692e+32,1.228815996028104e+32,-1.228815996040587e+32,-1.248268977689778e+21,2.457631992068692e+32,0,6.222391981126195e+16,0.9841831703672981,2936804.952894833,1,1,1,1
30,0.500001,0,0,6371997.715067348,0,0,-6.82675656386705,997.715067348443,-6.82675656386705,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.577514124676727e-21,-16,0.5166676999999997,0.5166676996379062,0,0,7.233151434983926e-17,0.9999999993040012,3.782145509258231e-13,12.98527560533707,4,25.13274122871834,1,1,1,30,8,1.570092487813162e-16,-4510919386426899,-4510919386426899,-2357326494780482,5.551115110761574e-16,3.885780580374074e-16,5.35627815097062e-16,2.630520329894228e-16,0.9999999999999996,0.4117647060567081,1,1,1,1,1,1,2.220446049251231e-16,-0,-0,7.157504107265899e-12,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.994833323e+17,516667700000000,1000000000000000,6.990746169464449e+39,1000000000000000,1,3.782145509258231e-13,-1.248277855374555e+21,-8877684777549824,1.228815996028104e+32,-1.228815996040587e+32,2.457631992068692e+32,1.228815996028104e+32,-1.228815996040587e+32,-1.248277855374555e+21,2.457631992068692e+32,0,-9394352477549824,-1,59357790232.34589,1,1,1,1
31,0.5166677,0,0,6371997.601287846,0,0,-6.826756560972009,997.6012878455222,-6.826756560972009,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.349879622876817e-21,-16,0.5333343999999997,0.5333343996263048,0,0,6.594349107270226e-17,0.9999999993040012,3.953064130358245e-13,13.40415546357375,4,25.13274122871834,1,1,1,30,8,1.57009248326488e-16,-4112371109572179,-4112371109572179,-2463802290621348,3.885780580007037e-16,5.551115110828449e-16,3.185629547093881e-16,5.911391476831342e-16,0.99946566289237,0.5882352939633151,1,1,1,1,1,1,2.220446049252067e-16,-0,-0,1.210857181241952e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.994666656e+17,533334400000000,1000000000000000,6.399297195915841e+39,1000000000000000,1,3.953064130358245e-13,-1.22881599603421e+32,-1.228815996021727e+32,1.157016624620207e+21,-1.22881599604578e+32,1.22881599605735e+32,1.157016624620207e+21,-1.22881599604578e+32,-1.22881599603421e+32,1.22881599605735e+32,0,-1.228815996021727e+32,-1,59361993216.3155,1,1,1,1
32,0.5333344,0,0,6371997.487508343,0,0,-6.826756556081943,997.4875083426014,-6.826756556081943,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,2.112778557654537e-21,-16,0.5500010999999997,0.5500010996147034,0,0,5.92897889321593e-17,0.9999999993040012,4.532005253504479e-13,13.82303532181043,4,25.13274122871834,1,1,1,30,8,1.57009247897428e-16,-3697491974355018,-3697491974355018,-2824666173134779,3.885780580007366e-16,5.551115110859324e-16,3.185629545601681e-16,5.911391125364718e-16,0.99946566289237,0.588235293964869,1,1,1,1,1,1,2.220446049252887e-16,-0,-0,2.536265767898532e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.994499989e+17,550001100000000,1000000000000000,4.868769234602302e+39,1000000000000000,1,4.532005253504479e-13,-1.22881599603421e+32,0,1.157030732093401e+21,-1.22881599604578e+32,1.22881599605735e+32,1.157030732093401e+21,-1.22881599604578e+32,-1.22881599603421e+32,1.22881599605735e+32,0,-550001100000000,-0.9999999999999982,18191733.83536365,1,1,1,1
33,0.5500011,0,0,6371997.37372884,0,0,-6.82675654892132,997.3737288396806,-6.82675654892132,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.842952874934748e-21,-16,0.5666677999999996,0.5666677996031021,-0,0,5.171771229933126e-17,0.9999999993040012,5.778941798030914e-13,14.24191518004711,4,25.13274122871834,1,1,1,30,8,1.570092474646152e-16,-3225281770154797,-3225281770154797,-3601846501359224,3.885780580007709e-16,5.551115110891653e-16,3.185629544096421e-16,5.91139077082349e-16,0.99946566289237,0.5882352939629312,1,1,1,1,1,1,2.220446049253745e-16,-0,-0,4.138843267343677e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.994333322e+17,566667800000000,1000000000000000,2.994355492721063e+39,1000000000000000,1,5.778941798030914e-13,1.228815996009168e+32,2.457631992043377e+32,1.228815996024156e+32,-1.498809488273017e+21,1.228815996039144e+32,1.228815996024156e+32,-1.498809488273017e+21,1.228815996009168e+32,1.228815996039144e+32,0,2.457631992043377e+32,1,13337572.56700807,1,1,1,1
34,0.5666677999999999,0,0,6371997.259885309,0,0,-6.8625120412065,997.2598853092641,-6.8625120412065,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962651942811e-16,-16,0.5833344999999996,0.5833344995915007,-0,0,4.221533051609118e-17,0.9999999993040012,8.448299700000899e-13,14.66079503828379,4,25.13274122871834,1,1,1,30,8,1.570092470049125e-16,-2646396224796388,-2646396224796388,-5292868346768151,3.885780580008086e-16,5.551115110926968e-16,3.185629542497851e-16,5.911390394337221e-16,0.9994656628923698,0.588235293965629,1,1,1,1,1,1,2.220446049254684e-16,-0,-0,6.327072268487773e-07,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.994166655e+17,583334500000000,1000000000000000,1.401074975483192e+39,1000000000000000,1,8.448299700000899e-13,1.228815996009167e+32,-7.205759403792794e+16,1.228815996024156e+32,-1.498887059919217e+21,1.228815996039145e+32,1.228815996024156e+32,-1.498887059919217e+21,1.228815996009167e+32,1.228815996039145e+32,0,-7.264092853792794e+16,-1,118698331853.1544,1,1,1,1
35,0.5833345,0,0,6371997.144124018,0,0,-7.02881547505953,997.1441240180284,-7.02881547505953,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.92296264427878e-16,-16,0.6000011999999996,0.6000011995798994,-0,0,2.888162516904671e-17,0.9999999993040012,1.51326295394786e-12,15.07967489652047,4,25.13274122871834,1,1,1,30,8,1.5700924651543e-16,-1851393753658606,-1851393753658606,-9694361141834386,3.885780580016094e-16,5.273559352517426e-16,5.961187102369972e-16,4.999604946854731e-16,0.9994656628923808,0.575757575547593,1,1,1,1,1,1,2.220446049255717e-16,-0,-0,-9.978185928591671,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.993999988e+17,600001200000000,1000000000000000,4.366879412579966e+38,1000000000000000,1,1.51326295394786e-12,1.2288159960091e+32,-6.701356245527298e+18,1.228815996024169e+32,-1.506940277237863e+21,1.228815996039239e+32,1.228815996024169e+32,-1.506940277237863e+21,1.2288159960091e+32,1.228815996039239e+32,0,-6.701956246727298e+18,-1,118717253120.6229,1,1,1,1
36,0.6000012,0,0,6371997.025590996,0,0,-7.19511890283878,997.025590996258,-7.195118902838779,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.922962647420185e-16,-16,0.6166678999999996,0.616667899568298,-0,0,8.653980029902454e-18,0.9999999993040012,3.963621793963362e-12,15.49855475475715,4,25.13274122871834,1,1,1,30,8,1.57009246125551e-16,-566603815926153.8,-566603815926153.8,-2.593095152961019e+16,3.885780580015434e-16,5.551115108828044e-16,5.961187101011311e-16,5.356278173226796e-16,0.9994656628923988,0.5882352940484832,1,1,1,1,1,1,2.220446049255439e-16,-0,-0,-9.978185161119395,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.993833321e+17,616667900000000,1000000000000000,6.365251744221775e+37,1000000000000000,1,3.963621793963362e-12,1.22881599600879e+32,-3.105682303034694e+19,1.228815996024231e+32,-1.544110159524823e+21,1.228815996039672e+32,1.228815996024231e+32,-1.544110159524823e+21,1.22881599600879e+32,1.228815996039672e+32,0,-3.105743969824694e+19,-1,356128832531.8015,1,1,1,1
37,0.6166678999999999,0,0,6371996.904286245,0,0,-7.3614223507159,996.9042862448841,-7.361422350715899,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080024,-1.000000002783995,1,1.92296303528238e-16,-16,0.6333345999999996,0.6333345995566967,0,-0,7.553499767421758e-17,0.9999999993040012,3.457523078623806e-11,15.91743461299383,4,25.13274122871834,1,1,1,30,8,1.570092489842717e-16,-5046821841335976,-5046821841335976,-2.308778240734938e+17,3.885780579926426e-16,5.551115127635583e-16,5.961187110965713e-16,5.356280556074138e-16,0.9994656628926264,0.588235293222297,1,1,1,1,1,1,2.220446049204541e-16,-0,-0,-9.978181502917897,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763332096,9.993666654e+17,633334600000000,1000000000000000,8.365074721444534e+35,1000000000000000,1,3.457523078623806e-11,1.228815996008512e+32,-2.776018810311174e+19,1.228815996024285e+32,-1.577330201994557e+21,1.228815996040058e+32,1.228815996024285e+32,-1.577330201994557e+21,1.228815996008512e+32,1.228815996040058e+32,0,-2.776082143771174e+19,-1,474853031177.9093,1,1,1,1
38,0.6333346,0,0,6371996.780209762,0,0,-7.527725973731089,996.7802097620443,-7.527725973731089,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922963687091786e-16,-16,0.6500012999999996,0.6500012995450953,0,-0,6.597409348140937e-16,0.9999999993040011,3.4560716416631e-11,16.33631447123051,4,25.13274122871834,1,1,1,30,8,1.570094663241835e-16,-4.496858823849806e+16,-4.496858823849806e+16,-2.354348803108284e+17,3.885780579907729e-16,5.55111515934152e-16,2.630518813611654e-16,5.356461746176113e-16,0.9994656628926333,0.5882352945291442,1,0,1,1,0,0,-2.220446049382605e-16,-0,-0,-9.978192327324557,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,-16384,1.078506213733542e+20,537763315712,9.993499987e+17,650001300000000,1000000000000000,8.372102311945941e+35,1000000000000000,1,3.4560716416631e-11,1.228815996008204e+32,-3.076859265419523e+19,1.228815996024345e+32,-1.614079734635626e+21,1.228815996040486e+32,1.228815996024345e+32,-1.614079734635626e+21,1.228815996008204e+32,1.228815996040486e+32,0,-3.076924265549523e+19,-1,402934556.2320485,1,1,1,1
39,0.6500013,0,0,6371996.65336155,0,0,-7.694029458289901,996.653361549601,-7.694029458289901,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.92296285491452e-16,-16,0.6666679999999996,0.666667999533494,0,-0,1.980529166551364e-16,0.9999999993040011,3.963089694424374e-12,16.75519432946719,4,25.13274122871834,1,1,1,30,8,1.005349707017744e-15,-4.276982211354618e+27,-4.276982211354618e+27,-4.276982211368381e+27,1.360027003708104e-15,1.554312229608565e-15,1.851131513504131e-15,1.782506102985765e-15,0.997334012605823,0.5333332859007691,1,1,1,1,1,1,-1.554312229532135e-15,-0,-0,-9.978188669711768,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763315712,9.99333332e+17,666668000000000,1000000000000000,6.366961104923681e+37,1000000000000000,1,3.963089694424374e-12,1.228815996007873e+32,-3.311046446042789e+19,1.228815996024411e+32,-1.653793933520788e+21,1.228815996040949e+32,1.228815996024411e+32,-1.653793933520788e+21,1.228815996007873e+32,1.228815996040949e+32,0,-3.311113112842791e+19,-1,59445647.51895452,1,1,1,1
40,0.666668,0,0,6371996.523741607,0,0,-7.860332924084376,996.5237416066229,-7.860332924084376,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922962760860699e-16,-16,0.6833346999999995,0.6833346995218926,0,-0,1.354311176971908e-16,0.9999999993040011,1.513206337779711e-12,17.17407418770387,4,25.13274122871834,1,1,1,30,8,1.005349705368123e-15,-4.276982211350446e+27,-4.276982211350446e+27,-4.276982211351565e+27,1.387778776454663e-15,1.554312229564504e-15,1.842996715371777e-15,1.782505951630687e-15,0.9973340126058234,0.5283018867760191,1,1,1,1,1,1,-1.554312229530874e-15,-0,-0,-9.97818790232219,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763315712,9.993166653e+17,683334700000000,1000000000000000,4.367206189699609e+38,1000000000000000,1,1.513206337779711e-12,-6.14407998012269e+32,-7.372895976130563e+32,1.228815996011426e+32,-7.372895976134117e+32,8.601711972145543e+32,1.228815996011426e+32,-7.372895976134117e+32,-6.14407998012269e+32,8.601711972145543e+32,0,-7.372895976130563e+32,-1,43857933.89848807,1,1,1,1
41,0.6833347,0,0,6371996.391349934,0,0,-8.026636382415987,996.3913499340415,-8.026636382415987,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.922962728164494e-16,-16,0.7000013999999996,0.7000013995102913,0,0,1.105256555960052e-16,0.9999999993040011,8.448019866052198e-13,17.59295404594055,4,25.13274122871834,1,1,1,30,8,1.005349704883973e-15,-4.276982211348828e+27,-4.276982211348828e+27,-4.276982211346945e+27,1.387778776454474e-15,1.554312229548425e-15,1.842996715094418e-15,1.782505907235481e-15,0.9973340126058234,0.5283018867775495,1,1,1,1,1,1,-1.554312229530408e-15,-0,-0,-9.978187548147938,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763315712,9.992999986e+17,700001400000000,1000000000000000,1.401167796012146e+39,1000000000000000,1,8.448019866052198e-13,-6.144079980122993e+32,-3.026418949592973e+19,1.228815996011206e+32,-7.372895976134199e+32,8.601711972145404e+32,1.228815996011206e+32,-7.372895976134199e+32,-6.144079980122993e+32,8.601711972145404e+32,0,-3.026488949732973e+19,-1,118733403881.2012,1,1,1,1
42,0.7000014,0,0,6371996.25622367,0,0,-8.185456528813672,996.256223670207,-8.185456528813672,engineered_metric,saucer,0,0,0,0,0,80,80,0,0,-0.9999999986080021,-1.000000002783995,1,1.23629203743008e-15,-16,0.7166680999999995,0.7166680994986899,0,0,9.6402793756432e-17,0.9999999993040011,5.778840626246889e-13,18.01183390417723,4,25.13274122871834,1,1,1,30,8,1.005349704652848e-15,-4.276982211347928e+27,-4.276982211347928e+27,-4.27698221134509e+27,1.38777877645437e-15,1.554312229539816e-15,1.842996714962066e-15,1.782505886055881e-15,0.9973340126058234,0.5283018867764842,1,1,1,1,1,1,-1.554312229530153e-15,-0,-0,-9.978187329326126,0.5,1.078506214484181e+20,1.078506213733542e+20,47895.29726086622,0,1.078506213733542e+20,537763315712,9.992833319e+17,716668100000000,1000000000000000,2.994460339682129e+39,1000000000000000,1,5.778840626246889e-13,-7.372895976144985e+32,-1.228815996021992e+32,0,-7.372895976144985e+32,7.372895976144985e+32,0,-7.372895976144985e+32,-7.372895976144985e+32,7.372895976144985e+32,0,-1.228815996021992e+32,-1,549722259482.8012,1,1,1,1
